major_category,major,occ_industry,occ_title,degree_required,work_exp_required,total,employed,emp_full_time_year_round,unemployed,unemployment_rate,p25th,median,p75th
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Political science teachers, postsecondary",Doctoral or professional degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Political science teachers, postsecondary",Doctoral or professional degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Political science teachers, postsecondary",Doctoral or professional degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Political science teachers, postsecondary",Doctoral or professional degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Psychology teachers, postsecondary",Doctoral or professional degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Sociology teachers, postsecondary",Doctoral or professional degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Social sciences teachers, postsecondary, all other",Doctoral or professional degree,None,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Health specialties teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Nursing instructors and teachers, postsecondary",Doctoral or professional degree,Less than 5 years,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Education teachers, postsecondary",Doctoral or professional degree,Less than 5 years,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Library science teachers, postsecondary",Doctoral or professional degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,GENERAL EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,1438867,843693,591863,38742,0.043903517,32000,43000,59000.0
Education,LANGUAGE AND DRAMA EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,181445,111347,67651,5624,0.048080293,32000,42000,54000.0
Education,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,4037,3113,2468,0,0.0,44750,58000,79000.0
Education,MISCELLANEOUS EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,225553,126054,91322,5145,0.039215238,35600,50000,71000.0
Education,TEACHER EDUCATION: MULTIPLE LEVELS,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,88067,58885,37892,2032,0.033356863,30000,40000,51000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,ART AND MUSIC EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,231861,155159,94756,6629,0.040973373,32000,42600,56000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,127022,78785,51632,3800,0.046013199000000005,33000,45000,64000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,SCHOOL STUDENT COUNSELING,Educational Instruction and Library Occupations,"Criminal justice and law enforcement teachers, postsecondary",Doctoral or professional degree,None,2396,1492,1093,169,0.101745936,33200,41000,50000.0
Education,ELEMENTARY EDUCATION,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,1446701,819393,501786,32685,0.038359164,31000,40000,50000.0
Education,SCIENCE AND COMPUTER TEACHER EDUCATION,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,56477,36224,24817,1596,0.042199894,35000,46000,61000.0
Education,EARLY CHILDHOOD EDUCATION,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,157079,113460,71133,5890,0.049350649,27000,35300,45800.0
Education,SECONDARY TEACHER EDUCATION,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,224262,129486,88917,5925,0.043755677,34000,45000,60000.0
Education,SPECIAL NEEDS EDUCATION,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,149689,108272,71615,5357,0.047144655,34000,42000,53000.0
Education,LIBRARY SCIENCE,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,16193,7091,4330,743,0.094842992,30000,40000,55000.0
Education,MATHEMATICS TEACHER EDUCATION,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,68808,47203,29494,1610,0.032983017,34000,43000,60000.0
Education,PHYSICAL AND HEALTH EDUCATION TEACHING,Educational Instruction and Library Occupations,"Law teachers, postsecondary",Doctoral or professional degree,Less than 5 years,281661,193542,136343,9389,0.046266958,34000,48400,66500.0
